name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
96-E KMT-KNRBEML,BEML Layout Kamalanagara → KR Market,4,"['09:05:00', '11:35:00', '14:05:00', '15:55:00']",21,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharada Colony', 'Kamalanagara 8th Main', 'Water Tank Kamalanagara', 'Shankar Mutt', 'Modi Hospital', 'Navarang Theatre', 'Mariyappanapalya', 'Harishchandra Ghat', 'Devaiah Park', 'Malleshwara Circle', 'Link Road', 'Central', 'Kodays Circle', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Town Hall', 'KR Market']",9060,1
335-G,Kadugodi Bus Station → BEML Layout Kamalanagara,2,"['10:10:00', '11:10:00']",56,"['Kadugodi Bus Station', 'Kadugodi Bridge', 'Hope Farm', 'BPL', 'GR Tech Park ITPL', 'ITPL', 'Pattandur Agrahara Gate', 'ITPL Back Gate Big Bazzar', 'Sathya Sai Hospital', 'White Field Bus Station (Vydehi Hospital)', 'KTPO', 'I Gate', 'Kundalahalli Metro Station', 'SAP Labs', 'Graphite India', 'Kundalahalli Colony', 'CMRIT College', 'AECS Layout Cross', 'BEML Layout Gate', 'Kundalahalli', 'Kundalahalli Gate', 'Munnekolalu Cross (Spice Garden)', 'Marathahalli Bridge', 'Marathahalli', 'Yamalur Cross', 'HAL Kalyana Mantap', 'Helicopter Division', 'HAL Admin Gate', 'HAL Main Gate', 'Konena Agrahara', 'Murugeshpalya', 'NAL Manipal Hospital', 'Kodihalli', 'Domlur Flyover', 'Domlur', 'Commando Hospital', 'Military Accounts Office', 'Kendriya Vidyalaya ASC Center', 'Life Style (Sacred Heart School)', 'Richmond Circle', 'Pallavi Talkies', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station', 'Okalipura', 'S J R College', 'Rajajinagara Entrance', 'Bashyam Circle Rajajinagara', 'Dhobi Ghat Rajajinagara', 'Industrial Town Rajajinagara', 'Dasarahalli Kere', 'Havanur Circle', 'Basaveshwaranagara New Bus Stand', 'Sharada Colony', 'Kamalanagara', 'BEML Layout Kamalanagara']",2592,0
335-G,BEML Layout Kamalanagara → Kadugodi Bus Station,4,"['07:30:00', '08:30:00', '13:15:00', '14:15:00']",59,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharadha Colony', 'Basaveshwaranagara New Bus Stand', 'Havanur Circle', 'Dasarahalli Kere', 'Industrial Town Rajajinagara', 'Dhobi Ghat Rajajinagara', 'Bashyam Circle Rajajinagara', 'Rajajinagara Entrance', 'S J R College', 'Okalipura', 'Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'St Josephs Indian School/ Malya Hospital', 'Richmond Circle', 'St Joseph College', 'Mayohall', 'Hosmat Hospital', 'Military Accounts Office', 'Commando Hospital', 'Domlur', 'Domlur Flyover', 'Kodihalli', 'NAL/Manipal Hospital', 'Murugeshpalya', 'Konena Agrahara', 'HAL Main Gate', 'HAL Admin Gate', 'Helicopter Division', 'HAL Kalyana Mantap', 'Yamalur Cross', 'Marathahalli', 'Marathahalli Bridge', 'Munnekolalu Cross (Spice Garden)', 'Kundalahalli Gate', 'Kundalahalli', 'BEML Layout Gate', 'AECS Layout Cross', 'CMRIT College', 'Kundalahalli Colony', 'Graphite India', 'SAP Labs', 'Kundalahalli Metro Station', 'I Gate', 'KTPO', 'White Field Bus Station (Vydehi Hospital)', 'Sathya Sai Hospital', 'Big Bazzar ITPL', 'Pattandur Agrahara Gate', 'ITPL', 'GR Tech Park ITPL', 'BPL', 'Hope Farm', 'Kadugodi Bridge', 'Kadugodi Bus Station']",2592,1
96-B,Kempegowda Bus Station → BEML Layout Kamalanagara,13,"['07:15:00', '08:50:00', '10:00:00', '11:10:00', '12:20:00', '12:45:00', '13:45:00', '14:25:00', '15:35:00', '17:10:00', '18:20:00', '19:30:00', '20:40:00']",13,"['Kempegowda Bus Station', 'Okalipura', 'S J R College', 'Rajajinagara Entrance', 'Bashyam Circle Rajajinagara', 'Dhobi Ghat Rajajinagara', 'Industrial Town Rajajinagara', 'Dasarahalli Kere', 'Havanur Circle', 'Basaveshwaranagara New Bus Stand', 'Sharada Colony', 'Kamalanagara', 'BEML Layout Kamalanagara']",1034,0
96-B,BEML Layout Kamalanagara → Kempegowda Bus Station,11,"['06:40:00', '08:15:00', '09:25:00', '10:35:00', '11:45:00', '12:55:00', '15:00:00', '16:35:00', '17:45:00', '18:55:00', '20:05:00']",13,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharadha Colony', 'Basaveshwaranagara New Bus Stand', 'Havanur Circle', 'Dasarahalli Kere', 'Industrial Town Rajajinagara', 'Dhobi Ghat Rajajinagara', 'Bashyam Circle Rajajinagara', 'Rajajinagara Entrance', 'S J R College', 'Okalipura', 'Kempegowda Bus Station']",1034,1
96-E,Kempegowda Bus Station → BEML Layout Kamalanagara,19,"['06:50:00', '07:10:00', '07:35:00', '08:15:00', '08:20:00', '08:35:00', '09:45:00', '10:35:00', '11:40:00', '12:00:00', '13:10:00', '14:20:00', '15:35:00', '15:40:00', '17:05:00', '19:00:00', '19:20:00', '19:25:00', '20:40:00']",16,"['Kempegowda Bus Station', 'Ananda Rao Circle', 'Swastik Sheshadripuram College', 'Central', 'Malleshwara Circle', 'Devaiah Park', 'Harishchandra Ghat', 'Mariyappanapalya', 'Navarang Theatre', 'Modi Hospital', 'Shankar Mutt', 'Kamalanagara Water Tank', 'Kamalanagara 8th Main', 'Sharada Colony', 'Kamalanagara', 'BEML Layout Kamalanagara']",4857,0
96-E,BEML Layout Kamalanagara → Kempegowda Bus Station,20,"['06:15:00', '07:30:00', '07:35:00', '07:50:00', '08:20:00', '09:00:00', '10:55:00', '11:05:00', '11:20:00', '12:25:00', '12:40:00', '14:50:00', '15:00:00', '16:20:00', '16:25:00', '18:10:00', '18:30:00', '19:50:00', '20:10:00', '20:15:00']",15,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharada Colony', 'Kamalanagara 8th Main', 'Water Tank Kamalanagara', 'Shankar Mutt', 'Modi Hospital', 'Navarang Theatre', 'Mariyappanapalya', 'Harishchandra Ghat', 'Devaiah Park', 'Malleshwara Circle', 'Link Road', 'Central', 'Kempegowda Bus Station']",4857,1
95,Shivajinagara Bus Station → BEML Layout Kamalanagara,6,"['08:55:00', '10:00:00', '11:10:00', '12:50:00', '14:55:00', '17:00:00']",19,"['Shivajinagara Bus Station', 'Indian Express', 'Raj Bhavan', 'RC College', 'Shivananda Store', 'Swastik Sheshadripuram College', 'Central', 'Malleshwara Circle', 'Devaiah Park', 'Harishchandra Ghat', 'Mariyappanapalya', 'Navarang Theatre', 'Modi Hospital', 'Shankar Mutt', 'Kamalanagara Water Tank', 'Kamalanagara 8th Main', 'Sharada Colony', 'Kamalanagara', 'BEML Layout Kamalanagara']",1602,0
95,BEML Layout Kamalanagara → Shivajinagara Bus Station,5,"['08:00:00', '09:55:00', '12:00:00', '13:40:00', '16:10:00']",23,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharada Colony', 'Kamalanagara 8th Main', 'Water Tank Kamalanagara', 'Shankar Mutt', 'Modi Hospital', 'Navarang Theatre', 'Mariyappanapalya', 'Harishchandra Ghat', 'Devaiah Park', 'Malleshwara Circle', 'Link Road', 'Swastik Sheshadripuram College', 'Shivananda Store', 'RC College', 'Sophiya School', 'Avinash Petrol Bunk', 'Vasantha Nagara', 'Cantonment Railway Station', 'CSI Hospital', 'Indian Express', 'Shivajinagara Bus Station']",1602,1
96-B BEMLK-YTTMC,BEML Layout Kamalanagara → Yeshawanthapura Bus Station,3,"['13:25:00', '16:30:00', '17:50:00']",14,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharada Colony', 'Kamalanagara 8th Main', 'Water Tank Kamalanagara', 'Shankar Mutt', 'Modi Hospital', 'Rajajinagara Metro Station', 'Rajajinagara 1st Block', 'Mahalakshmi Layout Entrance', 'Iskcon Temple', 'Govt Soap Factory', 'Govardhan Talkies', 'Yeshawanthapura Bus Station']",3944,0
96-B YTTMC-BEMLKN,Yeshawanthapura Bus Station → BEML Layout Kamalanagara,6,"['06:01:00', '06:16:00', '07:11:00', '07:41:00', '13:11:00', '13:45:00']",13,"['Yeshawanthapura Bus Station', 'Govt Soap Factory', 'Iskcon Temple', 'Mahalakshmi Layout Entrance', 'Rajajinagara 1st Block', 'Navarang Theatre', 'Modi Hospital', 'Shankar Mutt', 'Kamalanagara Water Tank', 'Kamalanagara 8th Main', 'Sharada Colony', 'Kamalanagara', 'BEML Layout Kamalanagara']",4850,0
96-B YTTMC-BEMLKN,BEML Layout Kamalanagara → Yeshawanthapura Bus Station,3,"['17:55:00', '21:15:00', '21:20:00']",13,"['BEML Layout Kamalanagara', 'Kamalanagara', 'Sharada Colony', 'Kamalanagara 8th Main', 'Water Tank Kamalanagara', 'Shankar Mutt', 'Modi Hospital', 'Rajajinagara Metro Station', 'Rajajinagara 1st Block', 'Mahalakshmi Layout Entrance', 'Iskcon Temple', 'Govt Soap Factory', 'Yeshawanthapura Bus Station']",4850,1
225-D,Kempegowda Bus Station → BEML Layout Mylasandra 7th Stage,4,"['06:35:00', '08:50:00', '15:50:00', '18:35:00']",26,"['Kempegowda Bus Station', 'Super Talkies (Cottonpet Hospital)', 'Rayan Circle', 'Water Tank Chamarajapet', 'Chamarajapet', 'Sirsi Circle', 'Mysore Road TollGate', 'New Guddadahalli', 'Mysore Road Bus Station', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli', 'BWSSB Quarters Nayandahalli', 'Rajarajeshwari nagara Gate', 'RR Nagara Petrol Bunk', 'RR School', 'RR Temple', 'Pattanagere Jayanna Circle', 'Maramma Temple Halage Vaderahalli', 'Halage Vaderahalli', 'Pattanagere', 'LG Godown', 'BHEL Layout Cross', 'BHEL Layout', 'Krishna Garden BHEL Layout', 'BEML Layout Mylasandra 7th Stage']",7165,0
225-D,BEML Layout Mylasandra 7th Stage → Kempegowda Bus Station,4,"['07:40:00', '10:25:00', '17:25:00', '19:45:00']",23,"['BEML Layout Mylasandra 7th Stage', 'Krishna Garden BHEL Layout', 'BHEL Layout', 'BHEL Layout Cross', 'LG Godown', 'Pattanagere', 'Halage Vaderahalli', 'Maramma Temple Halage Vaderahalli', 'Pattanagere Jayanna Circle', 'RR Temple', 'RR School', 'RR Nagara Petrol Bunk', 'Rajarajeshwari nagara Gate', 'BWSSB Quarters Nayandahalli', 'Nayandahalli', 'Mysore Road Metro Station', 'BHEL', 'Bapujinagara', 'New Guddadahalli', 'Mysore Road TollGate', 'Sirsi Circle', 'Binny MIll', 'Kempegowda Bus Station']",7165,1
225-CF,Kempegowda Bus Station → BGS Health City,1,['09:10:00'],29,"['Kempegowda Bus Station', 'Super Talkies (Cottonpet Hospital)', 'Rayan Circle', 'Water Tank Chamarajapet', 'Chamarajapet', 'Sirsi Circle', 'Mysore Road TollGate', 'New Guddadahalli', 'Mysore Road Bus Station', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli', 'BWSSB Quarters Nayandahalli', 'Rajarajeshwari nagara Gate', 'RR Nagara Petrol Bunk', 'RR School', 'RR Temple', 'Pattanagere Jayanna Circle', 'Maramma Temple Halage Vaderahalli', 'Halage Vaderahalli', 'Double Road BEML Layout', 'Jnanakshi Layout', 'Bengaluru Children Hospital1', 'Glass House Halage Vaderahalli', 'Indo American Hybrid Farm', 'JSS College', 'Omkar Hills', 'BGS Health City Gate Abhiman Studio', 'BGS Health City']",1216,0
225-CF,BGS Health City → Kempegowda Bus Station,1,['10:20:00'],26,"['BGS Health City', 'BGS Health City Gate Abhiman Studio', 'Omkar Hills', 'JSS College', 'Indo American Hybrid Farm', 'Glass House Halage Vaderahalli', 'Bengaluru Children Hospital', 'Jnanakshi Layout', 'Double Road BEML Layout', 'Halage Vaderahalli', 'Maramma Temple Halage Vaderahalli', 'Pattanagere Jayanna Circle', 'RR Temple', 'RR School', 'RR Nagara Petrol Bunk', 'Rajarajeshwari nagara Gate', 'BWSSB Quarters Nayandahalli', 'Nayandahalli', 'Mysore Road Metro Station', 'BHEL', 'Bapujinagara', 'New Guddadahalli', 'Mysore Road TollGate', 'Sirsi Circle', 'Binny MIll', 'Kempegowda Bus Station']",1216,1
225-K JNKLO-BHELMT,Jnanakshi Layout → BHEL Layout Maramma Temple,1,['07:50:00'],7,"['Jnanakshi Layout', 'BHEL Layout Cross', 'LG Godown', 'BHEL Layout Cross', 'BHEL Layout', 'BHEL Layout Water Tank', 'BHEL Layout Maramma Temple']",5839,0
225-K JNKLO-BHELMT,BHEL Layout Maramma Temple → Jnanakshi Layout,1,['14:15:00'],7,"['BHEL Layout Maramma Temple', 'BHEL Layout Water Tank', 'BHEL Layout', 'BHEL Layout Cross', 'LG Godown', 'BHEL Layout Cross', 'Jnanakshi Layout']",5839,1
225-K,KR Market (Kalasipalya) → BHEL Layout Maramma Temple,2,"['09:15:00', '13:20:00']",25,"['KR Market (Kalasipalya)', 'Rayan Circle', 'Water Tank Chamarajapet', 'Chamarajapet', 'Sirsi Circle', 'Mysore Road TollGate', 'New Guddadahalli', 'Mysore Road Bus Station', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli', 'BWSSB Quarters Nayandahalli', 'Rajarajeshwari nagara Gate', 'RR Nagara Petrol Bunk', 'RR School', 'RR Temple', 'Pattanagere Jayanna Circle', 'Maramma Temple Halage Vaderahalli', 'Halage Vaderahalli', 'Pattanagere', 'LG Godown', 'BHEL Layout Cross', 'BHEL Layout', 'BHEL Layout Water Tank', 'BHEL Layout Maramma Temple']",1230,0
225-K,BHEL Layout Maramma Temple → KR Market (Kalasipalya),2,"['08:15:00', '10:40:00']",24,"['BHEL Layout Maramma Temple', 'BHEL Layout Water Tank', 'BHEL Layout', 'BHEL Layout Cross', 'LG Godown', 'Pattanagere', 'Halage Vaderahalli', 'Maramma Temple Halage Vaderahalli', 'Pattanagere Jayanna Circle', 'RR Temple', 'RR School', 'RR Nagara Petrol Bunk', 'Rajarajeshwari nagara Gate', 'BWSSB Quarters Nayandahalli', 'Nayandahalli', 'Mysore Road Metro Station', 'BHEL', 'Bapujinagara', 'New Guddadahalli', 'Mysore Road TollGate', 'Sirsi Circle', 'Vinayaka Talkies', 'Rayan Circle', 'KR Market (Kalasipalya)']",1230,1
225-K KBS-BHELLO,Kempegowda Bus Station → BHEL Layout Maramma Temple,2,"['07:20:00', '15:15:00']",26,"['Kempegowda Bus Station', 'Super Talkies (Cottonpet Hospital)', 'Rayan Circle', 'Water Tank Chamarajapet', 'Chamarajapet', 'Sirsi Circle', 'Mysore Road TollGate', 'New Guddadahalli', 'Mysore Road Bus Station', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli', 'BWSSB Quarters Nayandahalli', 'Rajarajeshwari nagara Gate', 'RR Nagara Petrol Bunk', 'RR School', 'RR Temple', 'Pattanagere Jayanna Circle', 'Maramma Temple Halage Vaderahalli', 'Halage Vaderahalli', 'Pattanagere', 'LG Godown', 'BHEL Layout Cross', 'BHEL Layout', 'BHEL Layout Water Tank', 'BHEL Layout Maramma Temple']",6995,0
225-K KBS-BHELLO,BHEL Layout Maramma Temple → Kempegowda Bus Station,1,['19:00:00'],23,"['BHEL Layout Maramma Temple', 'BHEL Layout Water Tank', 'BHEL Layout', 'BHEL Layout Cross', 'LG Godown', 'Pattanagere', 'Halage Vaderahalli', 'Maramma Temple Halage Vaderahalli', 'Pattanagere Jayanna Circle', 'RR Temple', 'RR School', 'RR Nagara Petrol Bunk', 'Rajarajeshwari nagara Gate', 'BWSSB Quarters Nayandahalli', 'Nayandahalli', 'Mysore Road Metro Station', 'BHEL', 'Bapujinagara', 'New Guddadahalli', 'Mysore Road TollGate', 'Sirsi Circle', 'Binny MIll', 'Kempegowda Bus Station']",6995,1
225-CB,Kempegowda Bus Station → BHEL Layout Water Tank,2,"['09:35:00', '11:50:00']",28,"['Kempegowda Bus Station', 'Super Talkies (Cottonpet Hospital)', 'Rayan Circle', 'Water Tank Chamarajapet', 'Chamarajapet', 'Sirsi Circle', 'Mysore Road TollGate', 'New Guddadahalli', 'Mysore Road Bus Station', 'BHEL', 'Mysore Road Metro Station', 'Nayandahalli', 'BWSSB Quarters Nayandahalli', 'Rajarajeshwari nagara Gate', 'RR Nagara Petrol Bunk', 'RR School', 'RR Temple', 'Pattanagere Jayanna Circle', 'Nimishamba Temple', 'Ideal Homes', 'BEML Complex', 'Double Road BEML Layout', 'Double Road BEML Layout', 'BHEL Layout Cross', 'LG Godown', 'BHEL Layout Cross', 'BHEL Layout', 'BHEL Layout Water Tank']",1215,0
225-CB,BHEL Layout Water Tank → Kempegowda Bus Station,2,"['10:55:00', '12:45:00']",25,"['BHEL Layout Water Tank', 'BHEL Layout', 'BHEL Layout Cross', 'LG Godown', 'BHEL Layout Cross', 'Double Road BEML Layout', 'Double Road BEML Layout', 'BEML Complex', 'Ideal Homes', 'Nimishamba Temple', 'Pattanagere Jayanna Circle', 'RR Temple', 'RR School', 'RR Nagara Petrol Bunk', 'Rajarajeshwari nagara Gate', 'BWSSB Quarters Nayandahalli', 'Nayandahalli', 'Mysore Road Metro Station', 'BHEL', 'Bapujinagara', 'New Guddadahalli', 'Mysore Road TollGate', 'Sirsi Circle', 'Binny MIll', 'Kempegowda Bus Station']",1215,1
245-DA KMT-BMTCTC,BMTC Training Centre → KR Market (Kalasipalya),1,['06:10:00'],38,"['BMTC Training Centre', 'Vaddarahalli Cross', 'Bettahalli Colony', 'Bayyandahalli', 'Bayyandahalli Colony', 'Janapriya Township', 'Mutturayanaswamy Temple', 'Kadabagere Cross', 'Machohalli Gate', 'Forest Gate', 'Chikka Gollarahatti', 'Kachohalli Gate', 'Gollarahatti', 'Byadarahalli College Cross', 'Byadarahalli', 'East West College Cross', 'Anjananagara', 'Herohalli Cross1', 'Janapriya Apartment', 'Sunkadakatte', 'Kottigepalya', 'Summanahalli', 'Kamakshipalya', 'KHB Colony', 'Agrahara Dasarahalli', 'Magadi Road TollGate', 'Prasanna Theatre', 'Magadi Road Metro Station', 'Magadi Road 10th Cross', 'Magadi Road 5th Cross', 'Magadi Road 1st Cross', 'Hunasemara', 'Binny Mill', 'Binnypet', 'Sirsi Circle', 'Vinayaka Talkies', 'Rayan Circle', 'KR Market (Kalasipalya)']",3585,1
304-R,Tin Factory → BN Bachegowda Badavane,2,"['07:25:00', '15:00:00']",33,"['Tin Factory', 'KR Pura Railway Station', 'B Narayanapura', 'Mahadevapura', 'Singaianapalya Phoenix', 'Garudacharpalya', 'ESI Hospital/Brook Steel', 'Hoodi', 'Rajapalya', 'Prestige Shantiniketana /Manipal Hospital', 'Big Bazzar ITPL', 'Pattandur Agrahara Gate', 'ITPL', 'GR Tech Park ITPL', 'BPL', 'Hope Farm', 'MVJ College Channasandra', 'Channasandra', 'Thirumalashettyhalli Cross', 'Samethanahalli', 'Bhodhana Hosahalli', 'Dodda Dunnasandra', 'Dodda Dunnasandra Cross', 'Obalapura Anjaneyaswamy Temple', 'Anugondanahalli Cross', 'Obalapura Gate', 'Medi Mallasandra', 'Mata Mallasandra', 'Arehalli Cross', 'Kalkunte Agrahara School', 'Narayanakere', 'Handenahalli', 'BN Bachegowda Badavane']",8544,0
304-R,BN Bachegowda Badavane → Tin Factory,2,"['09:00:00', '16:35:00']",35,"['BN Bachegowda Badavane', 'Handenahalli', 'Narayanakere', 'Kalkunte Agrahara School', 'Arehalli Cross', 'Mata Mallasandra', 'Medi Mallasandra', 'Obalapura Gate', 'Anugondanahalli Cross', 'Obalapura Anjaneyaswamy Temple', 'Dodda Dunnasandra Cross', 'Dodda Dunnasandra', 'Bhodhana Hosahalli', 'Samethanahalli', 'Thirumalashettyhalli Cross', 'Channasandra', 'MVJ College Channasandra', 'Hope Farm', 'BPL', 'GR Tech Park ITPL', 'ITPL', 'Pattandur Agrahara Gate', 'Big Bazzar ITPL', 'Prestige Shantiniketana /Manipal Hospital', 'Rajapalya', 'Hoodi', 'Hoodi Metro Station', 'Graphite Junction', 'ESI Hospital/Brook Steel', 'Garudacharpalya', 'Singaianapalya Phoenix', 'Mahadevapura', 'B Narayanapura', 'KR Pura Railway Station', 'Tin Factory']",8544,1
291-LA,Kempegowda Bus Station → BSF Yelahanka,1,['07:05:00'],49,"['Kempegowda Bus Station', 'Maharani College', 'Vidhana Soudha Karnataka High Court', 'Indian Express', 'Cunningham Road', 'Vasantha Nagara', 'Bamboo Bazar', 'Coles Park', 'Doddy', 'Canara Bank Tannery Road', 'Periyar Nagara Circle', 'Muslim Colony', 'Postal and Telecom Colony', 'Venkateshapura', 'Kadugondanahalli Police Station', 'Kadugondanahalli Railway Gate', 'Arebic College', 'Govindapura Cross', 'Glass Factory', 'Nagawara', 'Nagawara Junction', 'Nagavara Junction Petrol Bunk', 'Vidyasagara', 'Sarayipalya', 'Ashwath Nagara', 'Thanisandra', 'Book Factory Thanisandra', 'K Narayanapura Cross', 'RK Hegde Nagara', 'Koli Farm', 'Noor Nagara', 'Chokkanahalli Gate', 'Thirumenahalli Cross (KNS College)', 'Purvankara Northern Destiny Bellahalli', 'Bellahalli Cross', 'Ittige Factory', 'Srinivasapura Kogilu', 'Kogilu', 'Sapthagiri Layout', 'Maruthi Nagara', 'Kogilu Cross', 'Yelahanka Santhe Circle', 'Yelahanka Old Town', 'Yelahanka Santhe Circle', 'Kogilu Cross', 'Kendriya Vihara', 'Venkatala', 'Palanahalli Gate', 'BSF Yelahanka']",3789,0
291-LA,BSF Yelahanka → Kempegowda Bus Station,1,['08:40:00'],47,"['BSF Yelahanka', 'Palanahalli Gate', 'Venkatala', 'Kendriya Vihara', 'Kogilu Cross', 'Yelahanka Santhe Circle', 'Yelahanka Old Town', 'Yelahanka Santhe Circle', 'Kogilu Cross', 'Maruthi Nagara', 'Sapthagiri Layout', 'Kogilu', 'Srinivasapura Kogilu', 'Ittige Factory', 'Bellahalli Cross THS Main Road', 'Purvankara Northern Destiny Bellahalli', 'Thirumenahalli Cross (KNS College)', 'Chokkanahalli Gate', 'Noor Nagara', 'Koli Farm', 'RK Hegde Nagara', 'K Narayanapura Cross', 'Book Factory Thanisandra', 'Thanisandra', 'Ashwath Nagara', 'Sarayipalya', 'Vidyasagara', 'Nagavara Junction Petrol Bunk', 'Nagawara Junction', 'Hennur Junction', 'Kadugondanahalli Railway Gate', 'Kadugondanahalli Police Station', 'Venkateshapura', 'Postal and Telecom Colony', 'Muslim Colony', 'Periyar Nagara Circle', 'Canara Bank Tannery Road', 'Doddy', 'Coles Park', 'Bamboo Bazar', 'CSI Hospital', 'Indian Express', 'Vidhana Soudha Karnataka High Court', 'MS Building', 'Maharani College', 'Cauvery Bhavana', 'Kempegowda Bus Station']",3789,1
364-C,Kempegowda Bus Station → BTM Layout 4th Stage Stadium,6,"['10:00:00', '11:35:00', '14:30:00', '15:15:00', '17:40:00', '18:00:00']",27,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Jai Bheem Circle (Poornima Theatre)', 'Lalbagh Main Gate', 'Lalbagh West Gate (Lalbagh Metro Station)', 'R V Teachers College', 'Vijaya College', 'South End Circle Metro Station', 'Madhavan Park', '3rd Block Jayanagara', 'Jayanagara 4th Block', 'Sanjay Gandhi Hospital', 'Carmel Convent Jayanagara', 'Jayanagara Pump House', 'Gurappanapalya', 'MICO Layout Checkpost Gopalan mall', 'JP Nagara 3rd Phase', 'Bilekahalli', 'Apollo Hospital', 'HSBC', 'Vijaya Bank Colony Ayyappa Temple', 'Vijaya Bank Layout Devarachikkanahalli', 'Vijaya Bank Layout Petrol Bunk', 'BTM Layout 4th Stage Stadium']",8203,0
364-C,BTM Layout 4th Stage Stadium → Kempegowda Bus Station,7,"['08:45:00', '09:50:00', '11:35:00', '12:50:00', '16:25:00', '16:45:00', '19:20:00']",28,"['BTM Layout 4th Stage Stadium', 'BTM Layout 4th Phase (ELC RTO Office)', 'Vijaya Bank Layout Devarachikkanahalli', 'Vijaya Bank Colony Ayyappa Temple', 'HSBC', 'Apollo Hospital', 'Bilekahalli', 'JP Nagara 3rd Phase', 'Dalmia Circle', 'Milk Booth JP Nagara', 'JP Nagara Water Tank', 'East End Jayanagara', 'Jayanagara Pump House', 'Carmel Convent Jayanagara', 'Sanjay Gandhi Hospital', 'Jayanagara Church', 'Jayanagara Bus Station', '3rd Block Jayanagara', 'Madhavan Park', 'Vijaya College', 'R V Teachers College', 'Lalbagh Metro Station', 'Lalbagh West Gate', 'Minerva Circle', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station']",8203,1
364-F,Kempegowda Bus Station → BTM Layout 4th Stage Stadium,2,"['09:25:00', '17:00:00']",30,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Jai Bheem Circle (Poornima Theatre)', 'Lalbagh Main Gate', 'Lalbagh West Gate (Lalbagh Metro Station)', 'R V Teachers College', 'Vijaya College', 'Madhavan Park', '3rd Block Jayanagara', 'Jayanagara 4th Block', 'Sanjay Gandhi Hospital', 'Carmel Convent Jayanagara', 'Jayanagara Pump House', 'Gurappanapalya', 'MICO Layout Checkpost Gopalan mall', 'JP Nagara 3rd Phase', 'Bilekahalli', 'Apollo Hospital', 'HSBC', 'Arakere Gate', 'BPL', 'Shanthiniketan School', 'Shiradi Sai Temple Arakere', 'Akshyanagara Double Road', 'Akshayanagara New Town', 'Nyanappanahalli Bus Stand', 'BTM Layout 4th Stage Stadium']",8879,0
364-F,BTM Layout 4th Stage Stadium → Kempegowda Bus Station,4,"['07:55:00', '10:55:00', '15:30:00', '18:50:00']",30,"['BTM Layout 4th Stage Stadium', 'Nyanappanahalli Bus Stand', 'Akshayanagara New Town', 'Akshyanagara Double Road', 'Shiradi Sai Temple Arakere', 'Shanthiniketan School', 'BPL', 'Arakere Gate', 'HSBC', 'Apollo Hospital', 'Bilekahalli', 'JP Nagara 3rd Phase', 'Dalmia Circle', 'Milk Booth JP Nagara', 'JP Nagara Water Tank', 'East End Jayanagara', 'Jayanagara Pump House', 'Carmel Convent Jayanagara', 'Sanjay Gandhi Hospital', 'Jayanagara Church', 'Jayanagara Bus Station', '3rd Block Jayanagara', 'Madhavan Park', 'Vijaya College', 'R V Teachers College', 'Minerva Circle', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station']",8879,1
27 BTT-VSD-SBS,BTM Layout Water Tank → Shivajinagara Bus Station,1,['09:20:00'],24,"['BTM Layout Water Tank', 'MICO Layout BTM', 'East End Jayanagara', 'Jayanagara Pump House', 'Carmel Convent Jayanagara', 'Sanjay Gandhi Hospital', 'Jayanagara Church', 'Jayanagara Bus Station', '3rd Block Jayanagara', 'Madhavan Park', 'Rani Saraladevi High School', 'Ashoka Pillar', 'Siddapura Ashoka Pillar', 'Mallige Hospital', 'Wilson Garden 10th Cross', 'Wilson Garden Police Station', 'Shanthinagara Bus Station', 'KH Road', 'Pallavi Talkies', 'City Civil Court', 'KR Circle', 'Vidhana Soudha Karnataka High Court', 'Indian Express', 'Shivajinagara Bus Station']",7620,0
D10G-BBSP,Depot-10 Gate → Babusabpalya,1,['07:51:00'],3,"['Depot-10 Gate', 'Kalyananagara Bus Stand', 'Babusabpalya']",2830,0
D10G-BBSP,Babusabpalya → Depot-10 Gate,1,['06:56:00'],5,"['Babusabpalya', 'Kalyananagara 80 feet Road', 'Kalyananagara', 'Hennur Junction', 'Depot-10 Gate']",2830,1
D10G-BSP 302,Depot-10 Gate → Babusabpalya,3,"['06:31:00', '06:56:00', '14:26:00']",3,"['Depot-10 Gate', 'Kalyananagara Bus Stand', 'Babusabpalya']",6560,0
